"HSMP_INNB","PNU","LNNO_ADRES","POTVALE_IFRA_HSMP_NM","DONG_CNT","NMHSH","USE_APRV_YMD","DRTS_CASCNT","BKAG_CASCNT","DRTS_RATE","BKAG_RATE","PCPP","OLYR_PCPP","SMLYC_PCPP"
"27260100015805","2726011200112340001","대구광역시 수성구 지산동 1234-1","지산리더스",4,694,"1991-11-15",1,0,1,0,7916666.666667,9381696.428571,9333333.333333
"27260100015807","2726011200112970003","대구광역시 수성구 지산동 1297-3","지산서한이다음아파트",3,488,"1991-11-15",0,1,0,1,9062500,8787247.474747,9314814.814815
"27260100015808","2726011200112720002","대구광역시 수성구 지산동 1272-2","에덴타운",4,420,"1991-09-18",0,2,0,1,9851398.601399,9596153.846154,
"27260100015809","2726011200112570001","대구광역시 수성구 지산동 1257-1","영남맨션",6,446,"1991-07-20",1,2,0.333333,0.666667,9416666.666667,10988461.538462,10897435.897436
"27260100015812","2726011200106510002","대구광역시 수성구 지산동 651-2","위너스타운",1,12,"2001-12-06",0,1,0,1,8000000,7760000,
"27260100015813","2726011200111900000","대구광역시 수성구 지산동 1190","지산대우로얄",3,128,"1999-10-29",1,0,1,0,10384615.384615,9097465.034965,
"27260100015814","2726011200112750000","대구광역시 수성구 지산동 1275","지산한라타운",4,555,"1991-10-07",0,1,0,1,10555555.555556,9787606.837607,10833333.333333
"27260100015815","2726011200112700000","대구광역시 수성구 지산동 1270","청구타운",4,455,"1991-08-12",0,1,0,1,10538461.538462,9964006.724982,10281868.131868
"27260100015819","2726011200112730000","대구광역시 수성구 지산동 1273","협화맨션",5,552,"1991-11-19",0,1,0,1,10192307.692308,10131221.719457,10519230.769231
"27260100015820","2726011200112570000","대구광역시 수성구 지산동 1257","화성맨션",6,436,"1991-07-15",0,1,0,1,10142857.142857,10846153.846154,11153846.153846
"27260100015824","2726011300106970001","대구광역시 수성구 범물동 697-1","보성송정타운",5,498,"1995-09-13",1,0,1,0,8333333.333333,8448115.216938,9724358.974359
"27260100015827","2726011300113280000","대구광역시 수성구 범물동 1328","서한화성타운",6,612,"1992-10-26",1,3,0.25,0.75,8830065.666041,9304419.42881,9679487.179487
"27260100015828","2726011300112610000","대구광역시 수성구 범물동 1261","범물하이츠",6,1000,"1992-04-15",0,2,0,1,9364102.564103,8988189.58819,9861538.461538
"27260100015829","2726011300113320000","대구광역시 수성구 범물동 1332","범물에덴,신화아파트",4,522,"1992-09-18",0,1,0,1,8920000,9477179.487179,9990384.615385
"27260100015832","2726011300106700000","대구광역시 수성구 범물동 670","우방미진하이츠",9,661,"2000-02-02",1,3,0.25,0.75,9228632.478632,9448066.499896,
"27260100015833","2726011300113360000","대구광역시 수성구 범물동 1336","범물한라창신태성맨션",6,804,"1992-10-16",0,3,0,1,8378787.878788,10038722.426222,10270270.27027
"27260100015834","2726011300112810000","대구광역시 수성구 범물동 1281","청구타운",6,594,"1992-09-29",0,3,0,1,9621325.828643,9947221.477709,10105013.550136
"27260100015835","2726011300113720000","대구광역시 수성구 범물동 1372","청아타운",8,680,"1992-11-25",0,2,0,1,8068949.34334,8777057.926829,7908067.542214
"27260100015841","2726011400104980000","대구광역시 수성구 시지동 498","고산노변타운",7,885,"1996-08-13",0,5,0,1,10918803.418803,13090111.875478,11305555.555556
"27260100015842","2726011400105090000","대구광역시 수성구 시지동 509","노변동서우방",6,472,"1996-10-25",0,2,0,1,10928571.428571,11873015.873016,
"27260100015843","2726011400104990000","대구광역시 수성구 시지동 499","노변다숲",5,745,"1996-12-07",0,2,0,1,8135416.666667,8630283.816425,
"27260100015848","2726011400103490000","대구광역시 수성구 시지동 349","청구전원타운",6,678,"1990-11-03",0,2,0,1,11736363.636364,12379533.072516,
"27260100015851","2726011500113300000","대구광역시 수성구 매호동 1330","누리타운",4,600,"1995-05-23",0,1,0,1,9777777.777778,10155901.576317,9861111.111111
"27260100015852","2726011500110400000","대구광역시 수성구 매호동 1040","매호동서타운",5,687,"1995-12-21",0,3,0,1,10508547.008547,11495319.495319,11866096.866097
"27260100015853","2726011500113240000","대구광역시 수성구 매호동 1324","두레타운",4,780,"1995-05-23",0,3,0,1,7500000,8894270.833333,9416666.666667
"27260100015858","2726011500110550000","대구광역시 수성구 매호동 1055","시지협화타운2",3,404,"1996-03-26",2,2,0.5,0.5,9186965.811966,8729433.760684,7923076.923077
"27260100015860","2726011500113310000","대구광역시 수성구 매호동 1331","하나타운",8,1200,"1995-05-23",0,4,0,1,10800000,10977734.877735,11666666.666667
"27260100015863","2726011700104640000","대구광역시 수성구 사월동 464","사월보성",8,1498,"1996-09-07",0,4,0,1,8458333.333333,9266282.49799,
"27260100015864","2726011800105950000","대구광역시 수성구 신매동 595","두성",3,385,"1994-06-29",0,3,0,1,8230769.230769,8838827.838828,
"27260100015865","2726011800106010000","대구광역시 수성구 신매동 601","시지보성서한아파트",6,664,"1995-02-08",0,1,0,1,8961538.461538,9947032.967033,
"27260100015867","2726011800105690000","대구광역시 수성구 신매동 569","시지대백신화창신맨션",6,870,"1994-09-07",1,5,0.166667,0.833333,9495370.37037,10821915.064103,11923076.923077
"27260100015868","2726011800105940000","대구광역시 수성구 신매동 594","시지동서타운",3,360,"1995-10-27",1,1,0.5,0.5,8865853.658537,10210914.559695,10121951.219512
"27260100015869","2726011800105700000","대구광역시 수성구 신매동 570","시지삼주한라협화",6,954,"1994-08-27",0,1,0,1,9694444.444444,10628128.815629,9784722.222222
"27260100015871","2726011800105800000","대구광역시 수성구 신매동 580","시지청솔타운",6,750,"1995-11-23",0,1,0,1,8055555.555556,9060708.898944,8481481.481481
"27260100015872","2726011800105810000","대구광역시 수성구 신매동 581","시지태성맨션",3,490,"1994-06-20",0,1,0,1,9000000,9379884.004884,
"27260100015876","2726011800105790000","대구광역시 수성구 신매동 579","천마타운",12,1095,"1994-05-27",0,3,0,1,12712320.200125,12487623.044597,12142589.118199
"27260100015877","2726011800102630000","대구광역시 수성구 신매동 263","태왕하이츠1",4,343,"2000-12-09",0,1,0,1,13666666.666667,12366720.08547,
"27260100015878","2726011800101000000","대구광역시 수성구 신매동 100","시지3태왕하이츠",3,236,"2001-12-11",0,1,0,1,12500000,11481643.356643,
"27260100015879","2726012000104400000","대구광역시 수성구 노변동 440","노변대백",4,432,"1999-08-30",0,1,0,1,9500000,9448717.948718,9444444.444444
"27260100050855","2726011900101850001","대구광역시 수성구 욱수동 185-1","태왕4하이츠",5,402,"2004-02-17",0,1,0,1,12291666.666667,12154807.692308,
"27260100051965","2726010200108600004","대구광역시 수성구 만촌동 860-4","담티힐즈",1,34,"2003-05-26",0,1,0,1,14038461.538462,15384615.384615,
"27260100051968","2726010300102590040","대구광역시 수성구 수성동1가 259-40","수성대백인터빌",1,235,"2003-11-28",0,1,0,1,15269230.769231,14900184.537685,
"27260100051972","2726010100106140003","대구광역시 수성구 범어동 614-3","태왕유성하이빌",2,277,"2003-04-25",0,2,0,1,21576923.076923,22163461.538462,
"27260100251237","2726010200109950001","대구광역시 수성구 만촌동 995-1","만촌태왕리더스",7,433,"2004-12-30",0,2,0,1,16115384.615385,17843359.631821,
"27260100251270","2726010700100990001","대구광역시 수성구 황금동 99-1","태왕아너스",4,480,"2004-07-30",0,2,0,1,31333333.333333,37629051.129051,
"27260100251306","2726011000104860001","대구광역시 수성구 파동 486-1","화성파크뷰",4,228,"2004-11-29",0,1,0,1,9423076.923077,9757692.307692,
"27260100257140","2726010200102720000","대구광역시 수성구 만촌동 272","만촌화성파크스위트",4,291,"2005-02-25",0,1,0,1,10576923.076923,10043956.043956,10884615.384615
"27260120009203","2726010100107920019","대구광역시 수성구 범어동 792-19","코오롱하늘채수",2,215,"2005-07-27",0,1,0,1,25365853.658537,20471048.151195,22352941.176471
"27260120009205","2726010300101120007","대구광역시 수성구 수성동1가 112-7","수성그린타운",2,201,"2005-07-12",0,1,0,1,15909090.909091,18555555.555556,18833333.333333
"27260120009207","2726010600111150016","대구광역시 수성구 수성동4가 1115-16","대림이편한세상",8,664,"2005-06-02",0,1,0,1,18269230.769231,17603535.88214,16842105.263158
"27260120009208","2726011000101970001","대구광역시 수성구 파동 197-1","태왕리더스",1,117,"2005-10-28",1,0,1,0,9583333.333333,11346153.846154,
"27260120029733","2726011800100490000","대구광역시 수성구 신매동 49","사월화성파크드림(3단지)",2,167,"2006-03-23",0,1,0,1,15945945.945946,15771428.571429,15192307.692308
"27260120050445","2726010100104750006","대구광역시 수성구 범어동 475-6","범어태왕아너스",4,299,"2006-06-27",0,1,0,1,19961538.461538,22407692.307692,
"27260120054858","2726010700103650000","대구광역시 수성구 황금동 365","캐슬골드파크5단지",17,1054,"2006-07-31",0,3,0,1,18087301.587302,18281547.043104,18060805.860806
"27260120055097","2726010100109060001","대구광역시 수성구 범어동 906-1","유림노르웨이숲",9,576,"2006-10-02",0,2,0,1,28442307.692308,29838077.431827,
"27260120066073","2726010200110460010","대구광역시 수성구 만촌동 1046-10","수성2차e-편한세상",8,447,"2007-04-11",0,1,0,1,23918918.918919,28103161.581315,24736842.105263
"27260120066954","2726011100101050000","대구광역시 수성구 두산동 105","대우트럼프월드수성",6,967,"2007-04-30",0,2,0,1,20567829.457364,22995157.568028,21528239.202658
"27260120071322","2726011700105000000","대구광역시 수성구 사월동 500","시지대성유니드",5,413,"2007-06-29",0,3,0,1,10518125.552608,9902364.566158,9229729.72973
"27260120073575","2726010100112660000","대구광역시 수성구 범어동 1266","수성태왕아너스",2,179,"2007-10-24",0,1,0,1,14423076.923077,13660256.410256,
"27260120085991","2726012000103530000","대구광역시 수성구 노변동 353","수성월드메르디앙",9,753,"2007-11-26",0,4,0,1,14922527.472527,15884920.634921,16164835.164835
"27260120094516","2726010100121000000","대구광역시 수성구 범어동 2100","범어월드메르디앙이스턴카운티",3,260,"2008-04-29",0,2,0,1,21538461.538462,20760000.4125,20128205.128205
"27260120094517","2726010600110170001","대구광역시 수성구 수성동4가 1017-1","수성태영데시앙",6,718,"2008-04-30",0,5,0,1,20789414.280301,22586301.629405,21714285.714286
"27260120094518","2726011400102620000","대구광역시 수성구 시지동 262","아이프라임시지",2,301,"2008-04-30",0,2,0,1,16240619.136961,17060141.755264,17500000
"27260120097530","2726010100109660001","대구광역시 수성구 범어동 966-1","범어월드메르디앙웨스턴카운티",7,600,"2008-06-25",0,1,0,1,22692307.692308,23097724.100496,
"27260120100799","2726011900102460000","대구광역시 수성구 욱수동 246","보국시지웰리치",4,366,"2008-09-12",0,1,0,1,15216216.216216,15852545.487386,14230769.230769
"27260120110712","2726010500100570000","대구광역시 수성구 수성동3가 57","수성3가롯데캐슬",8,802,"2008-11-27",0,6,0,1,24646849.593496,26236433.361596,26019982.152386
"27260120115792","2726010500102890000","대구광역시 수성구 수성동3가 289","수성코오롱하늘채",6,439,"2009-01-19",0,1,0,1,27051282.051282,29341851.004322,29803418.803419
"27260120116604","2726010100108080000","대구광역시 수성구 범어동 808","범어쌍용예가",4,400,"2009-02-20",0,3,0,1,29850427.350427,27940053.536207,
"27260120116605","2726010100122340000","대구광역시 수성구 범어동 2234","범어에스케이뷰",6,444,"2009-02-24",0,2,0,1,41288461.538462,40324873.774874,42115384.615385
"27260120117678","2726010900105550000","대구광역시 수성구 상동 555","수성동일하이빌레이크시티",16,1411,"2009-04-30",0,6,0,1,21142014.928921,21809281.142458,20858547.008547
"27260120118595","2726011800100570017","대구광역시 수성구 신매동 57-17","유성푸르나임르노블",1,119,"2009-05-29",0,1,0,1,13030303.030303,13535353.535354,13636363.636364
"27260120119503","2726011400100410000","대구광역시 수성구 시지동 41","시지월드메르디앙",6,603,"2009-05-28",0,2,0,1,20442307.692308,19325523.434898,19185897.435897
"27260120124907","2726010100103800000","대구광역시 수성구 범어동 380","범어롯데캐슬",4,219,"2009-11-26",0,1,0,1,37888888.888889,37884615.384615,
"27260120125199","2726010100101790000","대구광역시 수성구 범어동 179","두산위브더제니스",9,1494,"2009-12-24",1,4,0.2,0.8,41224775.224775,40252750.933768,40218956.292127
"27260120125219","2726011100107890000","대구광역시 수성구 두산동 789","수성화성파크드림",4,373,"2009-12-17",0,1,0,1,16250000,15360528.826915,14423076.923077
"27260120131707","2726011100101130000","대구광역시 수성구 두산동 113","수성SK리더스뷰",7,788,"2010-09-30",0,2,0,1,30222152.690864,31309076.070872,29543178.973717
"27260120131757","2726010100108000003","대구광역시 수성구 범어동 800-3","범어STX칸",4,299,"2010-09-30",0,1,0,1,27500000,28431461.272292,23529411.764706
"27260120167914","2726011800101620000","대구광역시 수성구 신매동 162","시지반도유보라",4,262,"2012-12-24",0,3,0,1,17641025.641026,17292735.042735,16923076.923077
"27260120172571","2726011700106420000","대구광역시 수성구 사월동 642","시지동화아이위시",4,352,"2013-02-22",1,1,0.5,0.5,12403846.153846,12036262.124972,12026806.526807
"27260120173990","2726010100122360000","대구광역시 수성구 범어동 2236","범어풀비체",1,138,"2013-02-25",0,1,0,1,37800000,35512307.692308,
"27260120181893","2726011000100530000","대구광역시 수성구 파동 53","수성못코오롱하늘채",14,832,"2013-06-25",0,3,0,1,14230769.230769,14756420.966947,13653846.153846
"27260120305033","2726010100107900010","대구광역시 수성구 범어동 790-10","범어역풀비체투인원",1,86,"2014-12-04",0,1,0,1,13333333.333333,12435185.185185,
"27260120325251","2726010300108180000","대구광역시 수성구 수성동1가 818","수성롯데캐슬THEFIRST",15,979,"2015-08-28",0,8,0,1,29523280.885781,27752353.060409,25872202.797203
"27260120325546","2726010100122400000","대구광역시 수성구 범어동 2240","e편한세상범어",10,842,"2015-09-21",0,8,0,1,26663461.538462,25911961.89132,25180473.372781
"27260120341291","2726010200114800000","대구광역시 수성구 만촌동 1480","만촌신동아파밀리에",2,92,"2016-08-19",1,0,1,0,10769230.769231,11262019.230769,
"27260120342670","2726010200114790000","대구광역시 수성구 만촌동 1479","만촌3차화성파크드림",5,410,"2016-04-21",0,2,0,1,36217948.717949,35215038.314176,33258547.008547
"27260120343070","2726011000110000000","대구광역시 수성구 파동 1000","수성아이파크",6,455,"2016-10-17",0,2,0,1,13307692.307692,13822215.39675,13660866.910867
"27260120343232","2726010200114810000","대구광역시 수성구 만촌동 1481","만촌역태왕아너스",1,69,"2016-10-26",0,1,0,1,24115384.615385,23953846.153846,
"27260120348890","2726010700106870001","대구광역시 수성구 황금동 687-1","칸타빌황금아파트",1,22,"2017-03-22",0,1,0,1,13600000,12600000,
"27260120354749","2726010100101750001","대구광역시 수성구 범어동 175-1","브라운스톤범어",1,180,"2017-06-30",0,2,0,1,25192307.692308,25111538.461538,
"27260120357605","2726010100101770003","대구광역시 수성구 범어동 177-3","마크팰리스범어",1,160,"2017-10-26",1,0,1,0,12045384.615385,12530448.717949,
"27260120366031","2726010100122500000","대구광역시 수성구 범어동 2250","범어효성해링턴플레이스",2,179,"2018-02-08",0,4,0,1,40263888.888889,37226611.854329,
"27260120366378","2726010700109850000","대구광역시 수성구 황금동 985","힐스테이트황금동",8,782,"2018-04-25",0,3,0,1,28371794.871795,28815142.860199,25769230.769231
"27260120381077","2726011700106500000","대구광역시 수성구 사월동 650","시지3차서한이다음",6,383,"2018-11-14",0,4,0,1,15592948.717949,15578792.735043,15576923.076923
"27260120381145","2726010100122520000","대구광역시 수성구 범어동 2252","범어라온프라이빗2차",5,206,"2018-10-19",0,2,0,1,40673076.923077,40454292.084727,
"27260120383814","2726010100122530000","대구광역시 수성구 범어동 2253","빌리브범어",5,227,"2019-01-24",1,1,0.5,0.5,47307692.307692,47783216.783217,47076923.076923
"27260120384314","2726011400105910000","대구광역시 수성구 시지동 591","수성알파시티동화아이위시",7,698,"2019-02-11",0,5,0,1,31173504.273504,29572344.322344,29860256.410256
"27260120393813","2726010100122570000","대구광역시 수성구 범어동 2257","범어센트럴푸르지오",5,705,"2019-09-11",0,3,0,1,38012820.512821,37624052.004334,35155448.717949
"27260120396015","2726010700103650000","대구광역시 수성구 황금동 365","캐슬골드파크1단지",16,1059,"2006-07-31",0,2,0,1,20519230.769231,19646711.045365,19315037.393162
"27260120396018","2726010700103650000","대구광역시 수성구 황금동 365","캐슬골드파크4단지",19,1399,"2006-07-31",1,1,0.5,0.5,19733516.483516,20510709.059962,20586691.086691
"27260120396060","2726010200114830000","대구광역시 수성구 만촌동 1483","만촌삼정그린코아에듀파크",10,774,"2019-11-14",0,5,0,1,37848160.535117,35928246.160598,34793645.48495
"27260120400020","2726010800106410000","대구광역시 수성구 중동 641","수성효성해링턴플레이스",7,745,"2020-01-28",0,3,0,1,23115384.615385,22399390.123943,21442616.207322
"27260120403255","2726010100122610000","대구광역시 수성구 범어동 2261","범어센트레빌",1,88,"2020-04-29",0,1,0,1,42192307.692308,40384615.384615,
"27260120411296","2726010100101770001","대구광역시 수성구 범어동 177-1","범어서한포레스트",2,202,"2020-07-27",0,3,0,1,34038461.538462,30255226.824458,30089743.589744
"27260120413719","2726011300113970000","대구광역시 수성구 범물동 1397","수성하늘채르레브",7,709,"2020-10-13",0,7,0,1,18891941.391941,18906158.424908,18423076.923077
"27260120414414","2726011400106000000","대구광역시 수성구 시지동 600","고산역화성파크드림",1,112,"2019-12-24",0,1,0,1,18444444.444444,18288461.538462,21538461.538462
"27260120415550","2726010100122640000","대구광역시 수성구 범어동 2264","힐스테이트범어",5,414,"2020-12-24",0,4,0,1,57884615.384615,55901071.203529,
"27260120418062","2726010100122720000","대구광역시 수성구 범어동 2272","범어에일린의뜰",6,719,"2021-03-25",0,6,0,1,39802558.552559,35715251.615854,34967001.252716
"27260120426798","2726012000107420000","대구광역시 수성구 노변동 742","수성알파시티청아람",11,844,"2021-06-25",0,6,0,1,23938034.188034,23410826.210826,23337606.837607
"27260120431056","2726010800106500000","대구광역시 수성구 중동 650","수성골드클래스더센텀",6,588,"2021-12-24",0,8,0,1,24342194.570136,22672597.010832,21613606.981254
"27260120432116","2726010100122770000","대구광역시 수성구 범어동 2277","힐스테이트범어센트럴",3,343,"2022-01-27",0,2,0,1,34423076.923077,30537545.787546,31369230.769231
"27260120432955","2726010100122800000","대구광역시 수성구 범어동 2280","빌리브범어120",3,209,"2022-03-17",0,2,0,1,42282608.695652,40654264.214047,37826086.956522
"27260120433704","2726010800106450000","대구광역시 수성구 중동 645","수성데시앙리버뷰",6,278,"2022-03-30",1,1,0.5,0.5,26658371.040724,24034072.39819,
"27260120433715","2726010700109860000","대구광역시 수성구 황금동 986","힐스테이트황금엘포레",9,750,"2022-03-29",0,10,0,1,33400000,29900692.525811,29085523.17248
"27260120438863","2726011100109990000","대구광역시 수성구 두산동 999","수성레이크푸르지오",2,332,"2022-08-26",0,1,0,1,29423076.923077,31106887.298748,32871198.568873
"27260120442386","2726010200114890000","대구광역시 수성구 만촌동 1489","만촌자이르네",6,607,"2023-01-17",0,3,0,1,44081196.581197,39783376.068376,37250915.750916
"27260120442496","2726010200110400001","대구광역시 수성구 만촌동 1040-1","해링턴플레이스만촌",2,152,"2023-02-07",0,2,0,1,34100000,29296600,
"27260120445278","2726011200117660000","대구광역시 수성구 지산동 1766","더샵수성라크에르",9,899,"2024-03-26",0,3,0,1,24663003.663004,24564910.559684,24238573.021182
"27260120447403","2726010100122830000","대구광역시 수성구 범어동 2283","쌍용더플래티넘범어",2,207,"2023-08-17",0,1,0,1,36923076.923077,34993589.74359,
"27260120449228","2726010100122910000","대구광역시 수성구 범어동 2291","수성범어W",5,1340,"2023-12-15",0,6,0,1,52576923.076923,40849531.080995,40746153.846154
"27260120449475","2726011000110090000","대구광역시 수성구 파동 1009","수성해모로하이엔아파트",11,795,"2024-10-15",0,1,0,1,17222222.222222,9469168.091168,
"27260120450125","2726010800105560000","대구광역시 수성구 중동 556","수성푸르지오리버센트",10,714,"2024-02-29",0,1,0,1,24153846.153846,27841952.165482,
"27260120451875","2726011100100850000","대구광역시 수성구 두산동 85","호반써밋수성",2,301,"2024-06-25",0,1,0,1,29230769.230769,31969696.969697,
"27260120453772","2726010200110320001","대구광역시 수성구 만촌동 1032-1","힐스테이트만촌역",6,658,"2024-12-19",0,1,0,1,43846153.846154,,
"27290100015938","2729010100100870001","대구광역시 달서구 성당동 87-1","성당에덴타운",1,246,"1995-06-26",1,0,1,0,7777777.777778,7988717.948718,
"27290100015945","2729011000108130001","대구광역시 달서구 장기동 813-1","장기초록나라",12,976,"2000-07-31",1,2,0.333333,0.666667,12347335.140018,12381201.792787,12833333.333333
"27290100015946","2729011000108140001","대구광역시 달서구 장기동 814-1","장기파랑새마을",13,1216,"2000-07-28",0,10,0,1,11109188.034188,10356788.38626,9531582.238899
"27290100015948","2729011000108120000","대구광역시 달서구 장기동 812","장기누림타운",4,356,"2002-07-31",1,3,0.25,0.75,11353888.888889,12395185.185185,
"27290100015949","2729011100105010002","대구광역시 달서구 용산동 501-2","성서2보성타운",7,1012,"1997-10-30",0,1,0,1,6500000,7799905.838041,7665242.165242
"27290100015950","2729011100104160001","대구광역시 달서구 용산동 416-1","성서2영남우방타운",6,794,"1997-12-26",0,3,0,1,9985134.290012,10151381.775772,10333020.637899
"27290100015951","2729011100104190005","대구광역시 달서구 용산동 419-5","성서5주공",11,891,"1997-12-19",0,2,0,1,6888888.888889,7746502.057613,6944444.444444
"27290100015952","2729011100104140004","대구광역시 달서구 용산동 414-4","성서6주공",11,1034,"1997-12-19",0,6,0,1,7464814.814815,7634861.111111,8175925.925926
"27290100015953","2729011100104120001","대구광역시 달서구 용산동 412-1","세븐하이츠",11,794,"1997-11-13",0,1,0,1,8611111.111111,9008881.226054,9085851.851852
"27290100015954","2729011100104120005","대구광역시 달서구 용산동 412-5","성지타운",9,693,"1997-10-20",0,1,0,1,7777777.777778,8038657.407407,7997222.222222
"27290100015955","2729011100109050000","대구광역시 달서구 용산동 905","평화타운",6,579,"1994-11-15",0,1,0,1,6682926.829268,8998665.031029,
"27290100015956","2729011100104100002","대구광역시 달서구 용산동 410-2","성서보람타운",8,918,"1997-03-14",0,1,0,1,7666666.666667,8268429.487179,9305555.555556
"27290100015957","2729011100104140001","대구광역시 달서구 용산동 414-1","성서영남우방타운",4,836,"1997-11-26",0,1,0,1,9833333.333333,9978563.551144,10130341.880342
"27290100015962","2729011100109360000","대구광역시 달서구 용산동 936","용산미진태왕",6,544,"1998-11-27",0,2,0,1,9230769.230769,9025303.643725,
"27290100015963","2729011100109370000","대구광역시 달서구 용산동 937","용산보성타운",4,345,"1999-12-30",1,0,1,0,7317073.170732,8655563.679506,
"27290100015964","2729011100109170000","대구광역시 달서구 용산동 917","청구블루빌",6,584,"2000-06-14",1,1,0.5,0.5,8023921.20075,8654534.798535,7634146.341463
"27290100015965","2729011100109550000","대구광역시 달서구 용산동 955","용산서한화성1",6,478,"1998-11-16",0,2,0,1,12601307.189542,11284382.264476,10269230.769231
"27290100015966","2729011100109350000","대구광역시 달서구 용산동 935","용산세광그린빌",6,564,"1999-05-28",0,1,0,1,9576923.076923,9609330.48433,9769230.769231
"27290100015968","2729011100108070000","대구광역시 달서구 용산동 807","용산우방",4,334,"1997-06-26",0,1,0,1,10000000,10699742.894865,11538461.538462
"27290100015969","2729011100109290000","대구광역시 달서구 용산동 929","용산청구타운",4,282,"1999-08-28",0,1,0,1,10000000,9065610.859729,
"27290100015970","2729011100109110000","대구광역시 달서구 용산동 911","용산파크타운",10,802,"2000-07-29",0,1,0,1,8055555.555556,8757969.50797,9279914.529915
"27290100015973","2729011100104190001","대구광역시 달서구 용산동 419-1","한마음",6,996,"1997-11-25",0,4,0,1,8791666.666667,9059829.059829,9177350.42735
"27290100015989","2729011300105210000","대구광역시 달서구 감삼동 521","우방드림시티",17,2160,"2003-03-10",0,4,0,1,14117521.367521,13639692.217701,14205854.876944
"27290100015995","2729010800112580003","대구광역시 달서구 이곡동 1258-3","대구성서4주공",6,570,"1996-11-22",0,1,0,1,7388888.888889,8247660.818713,9166666.666667
"27290100015996","2729010800113040001","대구광역시 달서구 이곡동 1304-1","성서2동서화성",8,1256,"1997-12-22",0,9,0,1,9830700.164033,9956302.535848,10033831.908832
"27290100015997","2729010800113080001","대구광역시 달서구 이곡동 1308-1","성서2서한타운",6,714,"1997-09-05",0,1,0,1,8441176.470588,8770663.518691,9736048.26546
"27290100016000","2729010800111940002","대구광역시 달서구 이곡동 1194-2","성서대백창신한라타운",6,876,"1994-10-14",1,0,1,0,6944444.444444,7445340.501792,7416666.666667
"27290100016001","2729010800111890002","대구광역시 달서구 이곡동 1189-2","성서동서서한",7,974,"1994-10-18",0,7,0,1,7808963.585434,8066163.127973,7671372.54902
"27290100016002","2729010800113320000","대구광역시 달서구 이곡동 1332","성서무지개타운",4,574,"1997-12-26",0,3,0,1,6873045.653533,8033313.888407,7039399.624765
"27290100016003","2729010800111910000","대구광역시 달서구 이곡동 1191","성서보성화성타운",9,1240,"1994-10-28",2,2,0.5,0.5,8125000,8091725.504769,8097222.222222
"27290100016004","2729010800112560000","대구광역시 달서구 이곡동 1256","성서와룡타운",6,630,"1994-07-05",1,0,1,0,8444444.444444,7798353.909465,7777777.777778
"27290100016006","2729010800111940000","대구광역시 달서구 이곡동 1194","성서청남타운",6,616,"1994-08-26",0,2,0,1,8750000,8275680.11257,
"27290100016008","2729010800113060004","대구광역시 달서구 이곡동 1306-4","한빛마을(성서주공3차)",17,1461,"1998-04-02",0,5,0,1,8100000,8163182.6742,8145833.333333
"27290100016009","2729010800113060001","대구광역시 달서구 이곡동 1306-1","한샘",6,1026,"1997-11-21",0,2,0,1,10305555.555556,9776903.651904,9903846.153846
"27290100016011","2729012500103500000","대구광역시 달서구 호산동 350","삼성한국형",18,1709,"1999-11-26",0,3,0,1,9461538.461538,9825940.354152,9858192.620388
"27290100016012","2729010400100890000","대구광역시 달서구 파호동 89","삼성명가타운",21,1999,"2000-02-24",0,8,0,1,9233707.264957,9932366.050278,8408536.585366
"27290100016026","2729011400103060001","대구광역시 달서구 본리동 306-1","아카시아",5,330,"1987-04-29",0,1,0,1,7961538.461538,8525641.025641,
"27290100016042","2729010200104860002","대구광역시 달서구 두류동 486-2","삼정그린빌",10,1208,"2002-05-27",1,1,0.5,0.5,14930555.555556,15115180.474126,16234361.451753
"27290100016046","2729012000103640000","대구광역시 달서구 월성동 364","월성보성1",10,1185,"1991-12-28",1,4,0.2,0.8,7874358.974359,8212248.168498,8404558.404558
"27290100016047","2729012000102770000","대구광역시 달서구 월성동 277","월성보성2",6,551,"1991-12-09",1,0,1,0,6097560.97561,6819221.835075,6472996.515679
"27290100016049","2729012000105000006","대구광역시 달서구 월성동 500-6","월성영남맨션",3,375,"1991-12-18",0,4,0,1,7771634.615385,8395467.032967,8400000
"27290100016052","2729012000102700000","대구광역시 달서구 월성동 270","월성주공4단지",17,1840,"1992-03-26",2,3,0.4,0.6,7436568.986569,7849449.77339,8170833.333333
"27290100016053","2729012000105000000","대구광역시 달서구 월성동 500","월성청구타운",3,434,"1991-11-08",1,3,0.25,0.75,7764903.846154,7918965.333447,
"27290100016055","2729011500115140000","대구광역시 달서구 상인동 1514","상인현대동방타운",4,440,"1993-07-13",0,1,0,1,7073170.731707,10235027.844784,12346153.846154
"27290100016058","2729011500115010000","대구광역시 달서구 상인동 1501","상인동화,태왕,한양타운",7,702,"1993-09-25",0,1,0,1,9166666.666667,11711763.382816,12972222.222222
"27290100016059","2729011500111060001","대구광역시 달서구 상인동 1106-1","상인동화아이위시",3,380,"1994-06-25",0,1,0,1,7115384.615385,7598499.061914,8611111.111111
"27290100016060","2729011500115150000","대구광역시 달서구 상인동 1515","보성",3,317,"1993-07-07",0,1,0,1,11111111.111111,10281394.621639,
"27290100016062","2729011500100420000","대구광역시 달서구 상인동 42","보성은하",9,1521,"1994-04-08",0,10,0,1,10070554.513237,10584015.980793,10389957.264957
