"HSMP_INNB","PNU","LNNO_ADRES","POTVALE_IFRA_HSMP_NM","DONG_CNT","NMHSH","USE_APRV_YMD","DRTS_CASCNT","BKAG_CASCNT","DRTS_RATE","BKAG_RATE","PCPP","OLYR_PCPP","SMLYC_PCPP"
"11170120054541","1117012800100160085","서울특별시 용산구 한강로3가 16-85","한강자이에클라트",1,89,"2006-07-26",0,1,0,1,50000000,54838709.677419,
"11170120070967","1117012500104170000","서울특별시 용산구 한강로2가 417","용산파크e-편한세상",2,146,"2007-06-13",0,2,0,1,59615384.615385,55882352.941176,56052036.199095
"11170120071660","1117012200100030003","서울특별시 용산구 문배동 3-3","이안용산프리미어",2,188,"2007-07-24",0,1,0,1,45757575.757576,46465617.715618,
"11170120071661","1117012200100240006","서울특별시 용산구 문배동 24-6","CJ나인파크",2,280,"2007-07-02",0,3,0,1,51297524.314766,56538461.538462,
"11170120073217","1117012400100640000","서울특별시 용산구 한강로1가 64","대우월드마크용산",1,160,"2007-10-15",0,1,0,1,56896551.724138,55037587.699657,
"11170120115674","1117012900104350000","서울특별시 용산구 이촌동 435","보람더하임",1,42,"2009-01-08",0,2,0,1,66730769.230769,,
"11170120116770","1117012700100240000","서울특별시 용산구 용산동5가 24","용산파크타워(24-0)",3,597,"2009-05-15",0,1,0,1,79000000,78233997.622109,66595744.680851
"11170120128141","1117012200100400031","서울특별시 용산구 문배동 40-31","리첸시아용산B",1,108,"2010-04-29",0,1,0,1,54230769.230769,50233100.2331,
"11170120131080","1117011900102740000","서울특별시 용산구 효창동 274","효창파크푸르지오",7,307,"2010-08-31",0,1,0,1,67115384.615385,67609686.609687,
"11170120136726","1117012300100480000","서울특별시 용산구 신계동 48","용산e편한세상",13,867,"2011-04-01",0,2,0,1,72798582.995951,73576527.215475,68541947.818264
"11170120286127","1117011200100410000","서울특별시 용산구 원효로1가 41","용산더프라임",1,559,"2014-02-17",0,2,0,1,69810924.369748,59322906.027648,
"11170120380656","1117011900102860000","서울특별시 용산구 효창동 286","용산케이씨씨스위첸",3,199,"2018-09-21",0,1,0,1,80000000,67635327.635328,
"11170120386121","1117011900102870000","서울특별시 용산구 효창동 287","용산롯데캐슬센터포레",7,478,"2019-04-29",0,4,0,1,89497863.247863,79317708.333333,80555555.555556
"11170120413028","1117012800100980000","서울특별시 용산구 한강로3가 98","센트럴파크",5,1140,"2020-08-20",0,2,0,1,111285714.285714,96583161.992878,94426843.317972
"11170120435096","1117011900102880000","서울특별시 용산구 효창동 288","용산데시앙포레",7,384,"2022-03-28",0,1,0,1,72777777.777778,58311965.811966,66666666.666667
"11170120437907","1117011700102770008","서울특별시 용산구 원효로3가 277-8","용산소미글로벌리버파크",1,55,"2022-07-06",0,1,0,1,75000000,65625000,
"11200100000211","1120010200110580000","서울특별시 성동구 하왕십리동 1058","극동미라주",3,414,"2001-12-14",0,4,0,1,45950854.700855,39643934.496876,35256410.25641
"11200100000212","1120010200110520000","서울특별시 성동구 하왕십리동 1052","금호베스트빌",6,458,"2001-10-05",1,3,0.25,0.75,32832967.032967,39094113.48885,28888888.888889
"11200100000213","1120010200109920000","서울특별시 성동구 하왕십리동 992","무학현대",3,277,"1996-03-15",0,2,0,1,36826923.076923,32052884.615385,
"11200100000214","1120010200102580000","서울특별시 성동구 하왕십리동 258","벽산",7,822,"1996-06-07",0,19,0,1,39256782.690993,38112039.312039,34142857.142857
"11200100000215","1120010200109900000","서울특별시 성동구 하왕십리동 990","한신무학",5,480,"1989-03-30",0,12,0,1,42708520.73963,38352584.131721,39530892.448513
"11200100000218","1120010300101190001","서울특별시 성동구 홍익동 119-1","홍익한신",3,95,"1975-06-24",1,1,0.5,0.5,25679980.237154,27263961.038961,
"11200100000223","1120010500107840000","서울특별시 성동구 마장동 784","세림",9,811,"1986-12-27",1,8,0.111111,0.888889,56133190.883191,43075776.374163,41250000
"11200100000224","1120010500108180000","서울특별시 성동구 마장동 818","청계현대",11,1017,"1998-04-14",1,4,0.2,0.8,37967292.057536,43229984.222165,42780982.905983
"11200100000226","1120010600103140000","서울특별시 성동구 사근동 314","벽산",1,133,"2000-05-15",0,1,0,1,33461538.461538,29004273.504274,
"11200100000227","1120010600101990000","서울특별시 성동구 사근동 199","중앙하이츠",2,270,"1989-09-12",0,1,0,1,33636363.636364,32181818.181818,31363636.363636
"11200100000228","1120010700103470000","서울특별시 성동구 행당동 347","대림e-편한세상",31,2399,"2000-12-30",1,17,0.055556,0.944444,54890449.057116,48615167.47857,45061507.936508
"11200100000229","1120010700103450000","서울특별시 성동구 행당동 345","두산",2,251,"1997-07-04",1,0,1,0,40384615.384615,41127730.294397,
"11200100000230","1120010700101470000","서울특별시 성동구 행당동 147","서울숲삼부",7,498,"1998-07-15",0,2,0,1,62074324.324324,57492232.992233,60000000
"11200100000231","1120010700103440000","서울특별시 성동구 행당동 344","신동아",9,636,"1995-05-22",0,6,0,1,43335063.085063,44370027.556984,44420289.855072
"11200100000232","1120010700103460000","서울특별시 성동구 행당동 346","행당한진타운",21,2123,"2000-11-07",0,26,0,1,61172560.345637,51903903.903904,49038690.47619
"11200100000234","1120010700103490000","서울특별시 성동구 행당동 349","서울숲한신더휴",19,1410,"2003-12-23",1,25,0.038462,0.961538,58150253.592561,54840155.400155,54948412.698413
"11200100000237","1120010800100980000","서울특별시 성동구 응봉동 98","금호현대",9,644,"1990-09-20",0,6,0,1,48013888.888889,43928571.428571,43750000
"11200100000238","1120010800100970000","서울특별시 성동구 응봉동 97","대림(2차)",3,410,"1989-09-21",0,7,0,1,50931013.431013,44909829.059829,
"11200100000239","1120010800100150000","서울특별시 성동구 응봉동 15","대림강변타운",14,1150,"2001-10-26",0,10,0,1,62173504.273504,58241504.649197,54539682.539683
"11200100000240","1120010800102750000","서울특별시 성동구 응봉동 275","신동아",4,434,"1996-04-09",0,3,0,1,45969404.186795,41749311.599973,43888888.888889
"11200100000241","1120010900115000000","서울특별시 성동구 금호동1가 1500","금호삼성래미안",11,582,"2001-10-31",0,4,0,1,56036324.786325,51151350.283703,50568201.63963
"11200100000242","1120010900106330000","서울특별시 성동구 금호동1가 633","벽산",20,1707,"2001-12-03",0,11,0,1,52034881.784882,47217148.751632,50188888.888889
"11200100000243","1120010900101280004","서울특별시 성동구 금호동1가 128-4","푸른마을(8차)",1,19,"2002-02-28",0,1,0,1,30000000,,
"11200100000244","1120011100113310000","서울특별시 성동구 금호동3가 1331","두산",16,1267,"1994-09-16",0,14,0,1,49250268.757976,45896033.616379,44051091.269841
"11200100000245","1120011200108000000","서울특별시 성동구 금호동4가 800","대우",14,1181,"2001-05-03",0,11,0,1,64708291.708292,57061778.377568,57881766.381766
"11200100000246","1120011200101800000","서울특별시 성동구 금호동4가 180","삼산금호",1,75,"1975-12-23",0,1,0,1,43333333.333333,,
"11200100000247","1120011200112500000","서울특별시 성동구 금호동4가 1250","롯데",3,249,"2003-01-09",0,9,0,1,48888888.888889,48205128.205128,
"11200100000248","1120011300104280000","서울특별시 성동구 옥수동 428","옥수동극동",8,900,"1986-12-24",0,17,0,1,57435605.965702,47248128.843694,39548300.536673
"11200100000249","1120011300104360000","서울특별시 성동구 옥수동 436","극동그린",4,412,"1997-10-02",0,3,0,1,62037037.037037,40725824.175824,
"11200100000252","1120011300102500000","서울특별시 성동구 옥수동 250","옥수삼성",10,1114,"1999-04-20",0,9,0,1,73259055.759056,60930516.309088,59001113.265819
"11200100000254","1120011300101000000","서울특별시 성동구 옥수동 100","옥수하이츠",9,536,"1998-03-30",0,9,0,1,88767399.267399,68886185.243328,60285714.285714
"11200100000255","1120011300102200001","서울특별시 성동구 옥수동 220-1","한남하이츠",8,535,"1982-09-18",0,2,0,1,73888888.888889,63953695.025264,59396945.646946
"11200100000257","1120011300100040000","서울특별시 성동구 옥수동 4","현대",8,566,"1990-05-25",0,13,0,1,66762871.169226,55952440.205158,
"11200100000260","1120011400107100000","서울특별시 성동구 성수동1가 710","강변건영아파트",6,580,"2002-02-19",0,8,0,1,81250000,79081373.172282,75000000
"11200100000261","1120011400106560234","서울특별시 성동구 성수동1가 656-234","서울숲대림",6,372,"2000-10-27",0,8,0,1,82313888.888889,71555183.946488,66666666.666667
"11200100000262","1120011400107090000","서울특별시 성동구 성수동1가 709","대우2",5,283,"1999-07-31",0,2,0,1,56666666.666667,51153846.153846,
"11200100000263","1120011400106560320","서울특별시 성동구 성수동1가 656-320","동아",3,390,"1983-09-03",0,8,0,1,92470366.37931,72319639.008621,61724137.931034
"11200100000264","1120011400107080000","서울특별시 성동구 성수동1가 708","동아그린",2,331,"1999-06-11",0,5,0,1,54726495.726496,52595525.389643,
"11200100000267","1120011400107060000","서울특별시 성동구 성수동1가 706","쌍용",9,777,"1997-10-07",0,10,0,1,71741452.991453,64807534.029756,64305555.555556
"11200100000270","1120011400107070000","서울특별시 성동구 성수동1가 707","서울숲한양현대",1,168,"1999-01-13",0,6,0,1,56680911.680912,52898860.39886,51759259.259259
"11200100000271","1120011400107040000","서울특별시 성동구 성수동1가 704","한진타운",5,378,"1994-04-04",0,9,0,1,76972934.472934,73833916.083916,60000000
"11200100000272","1120011400106760005","서울특별시 성동구 성수동1가 676-5","서울숲성수현대",3,217,"1990-09-22",0,2,0,1,59540598.290598,64761904.761905,
"11200100000273","1120011400100330002","서울특별시 성동구 성수동1가 33-2","현대그린",1,219,"1994-02-04",0,1,0,1,63600000,50000000,
"11200100000275","1120011500108300000","서울특별시 성동구 성수동2가 830","강변금호타운",2,108,"1994-02-04",0,1,0,1,109230769.230769,102079772.079772,88461538.461538
"11200100000277","1120011500107450000","서울특별시 성동구 성수동2가 745","강변청구3",1,47,"1995-06-09",0,1,0,1,96153846.153846,83269230.769231,
"11200100000278","1120011500104000000","서울특별시 성동구 성수동2가 400","강변현대",2,123,"1994-03-25",0,1,0,1,104166666.666667,92927777.777778,
"11200100000279","1120011500108320000","서울특별시 성동구 성수동2가 832","금호타운2차아파트",1,141,"1997-08-14",0,2,0,1,60277777.777778,51559829.059829,
"11200100000280","1120011500102790050","서울특별시 성동구 성수동2가 279-50","성수1차대우아파트",1,108,"1999-04-30",0,1,0,1,33076923.076923,38333333.333333,
"11200100000281","1120011500108330000","서울특별시 성동구 성수동2가 833","신성미소지움",2,146,"2001-12-21",0,1,0,1,56388888.888889,56888888.888889,
"11200100000285","1120011800100900000","서울특별시 성동구 송정동 90","건영",3,447,"2000-05-10",0,2,0,1,36923076.923077,39731176.231176,38786324.786325
"11200100050193","1120010800101000000","서울특별시 성동구 응봉동 100","대림(1차)",10,855,"1986-10-23",0,4,0,1,63566933.638444,51576895.68778,50003813.882532
"11200100051194","1120011400107150000","서울특별시 성동구 성수동1가 715","중앙하이츠빌",3,256,"2003-10-27",1,1,0.5,0.5,63461538.461538,63461538.461538,64615384.615385
"11200100051203","1120011500108340000","서울특별시 성동구 성수동2가 834","현대I-PARK",11,656,"2003-08-28",0,3,0,1,55849358.974359,53455992.445055,50016483.516484
"11200100051206","1120011500108350000","서울특별시 성동구 성수동2가 835","롯데캐슬파크",7,604,"2003-09-30",0,4,0,1,60817741.935484,58360772.238514,56546236.55914
"11200100051209","1120010800102760000","서울특별시 성동구 응봉동 276","서울숲리버그린동아",5,375,"2003-06-07",0,3,0,1,55370370.37037,57805199.430199,56666666.666667
"11200100052954","1120011400107140000","서울특별시 성동구 성수동1가 714","금호",3,159,"2003-09-25",0,1,0,1,58846153.846154,68055555.555556,
"11200100053512","1120010700103640000","서울특별시 성동구 행당동 364","행당브라운스톤",3,208,"2005-09-01",0,1,0,1,51923076.923077,50268498.168498,48653846.153846
"11200100248335","1120010500108220000","서울특별시 성동구 마장동 822","청계미소지움",4,286,"2004-06-04",0,2,0,1,49027777.777778,40472459.639126,
"11200100248341","1120011300100600000","서울특별시 성동구 옥수동 60","풍림아이원",5,269,"2004-10-29",0,5,0,1,68192307.692308,65247252.747253,71153846.153846
"11200100255935","1120010200110610000","서울특별시 성동구 하왕십리동 1061","왕십리풍림아이원",15,758,"2004-11-30",0,10,0,1,54467338.217338,45214015.958202,46544973.544974
"11200100256604","1120011400107160000","서울특별시 성동구 성수동1가 716","우성",1,55,"2004-11-11",0,1,0,1,44615384.615385,44230769.230769,
"11200112006077","1120011500103360002","서울특별시 성동구 성수동2가 336-2","성동상가",1,78,"1978-02-03",0,2,0,1,115263157.894737,89861111.111111,
"11200120007877","1120011100109170000","서울특별시 성동구 금호동3가 917","금호1차푸르지오",8,336,"2005-05-31",0,4,0,1,56524725.274725,49413347.069597,46357142.857143
"11200120007879","1120011100116620000","서울특별시 성동구 금호동3가 1662","금호한신",3,323,"2005-07-29",0,2,0,1,56944444.444444,50598966.509681,35906593.406593
"11200120055073","1120010400100690000","서울특별시 성동구 도선동 69","삼성쉐르빌",3,342,"2006-09-13",1,1,0.5,0.5,35961538.461538,38076923.076923,
"11200120071552","1120011200103400000","서울특별시 성동구 금호동4가 340","서울숲푸르지오",19,888,"2007-07-31",0,8,0,1,76420253.357753,71554851.131774,69166666.666667
"11200120113311","1120011800101040000","서울특별시 성동구 송정동 104","서울숲아이파크",6,241,"2009-03-12",0,3,0,1,48461538.461538,45523968.784838,
"11200120117205","1120011500108430000","서울특별시 성동구 성수동2가 843","힐스테이트",5,445,"2009-06-01",0,1,0,1,107882352.941176,82359518.046933,68571428.571429
"11200120124843","1120010700103750000","서울특별시 성동구 행당동 375","행당두산위브",6,351,"2009-12-03",0,5,0,1,65515384.615385,59868695.407157,61111111.111111
"11200120125670","1120011200115500000","서울특별시 성동구 금호동4가 1550","브라운스톤2차",1,86,"2010-01-20",0,1,0,1,55000000,53818681.318681,51153846.153846
