"HSMP_INNB"|"PNU"|"LNNO_ADRES"|"POTVALE_IFRA_HSMP_NM"|"DONG_CNT"|"NMHSH"|"USE_APRV_YMD"|"DRTS_CASCNT"|"BKAG_CASCNT"|"DRTS_RATE"|"BKAG_RATE"|"PCPP"|"OLYR_PCPP"|"SMLYC_PCPP"
"28200120153689"|"2820010500107150000"|"인천광역시 남동구 서창동 715"|"서창베라체아파트(11단지)"|17|938|"2012-03-14"|0|4|0|1|17378205.128205|15870634.920635|15384615.384615
"28200120157199"|"2820010300111160001"|"인천광역시 남동구 만수동 1116-1"|"향촌휴먼시아2단지"|5|438|"2012-05-16"|0|2|0|1|14653846.153846|15479107.312441|14538461.538462
"28200120161299"|"2820010500106990000"|"인천광역시 남동구 서창동 699"|"서창퍼스트뷰(7단지)"|22|1196|"2012-06-14"|1|5|0.166667|0.833333|16268518.518519|15897209.019378|15096153.846154
"28200120172313"|"2820011000107730001"|"인천광역시 남동구 논현동 773-1"|"에코메트로10"|5|556|"2010-12-24"|0|2|0|1|18139534.883721|18395328.254041|17674418.604651
"28200120172314"|"2820011000107570001"|"인천광역시 남동구 논현동 757-1"|"에코메트로7"|7|848|"2010-12-24"|0|4|0|1|20576923.076923|19849002.849003|19897435.897436
"28200120180911"|"2820011000100660024"|"인천광역시 남동구 논현동 66-24"|"유호엔시티101-103동"|3|383|"2013-05-09"|0|3|0|1|13280282.935455|13004366.773574|12307692.307692
"28200120277167"|"2820011000107510001"|"인천광역시 남동구 논현동 751-1"|"에코메트로3차더타워"|3|644|"2013-11-01"|1|4|0.2|0.8|16688888.888889|17750929.158994|17993295.019157
"28200120292285"|"2820010200102140015"|"인천광역시 남동구 간석동 214-15"|"웰스하임"|1|182|"2014-05-30"|0|3|0|1|11805555.555556|11666666.666667|
"28200120301516"|"2820010200109410000"|"인천광역시 남동구 간석동 941"|"인천간석휴먼시아2단지"|10|792|"2014-10-20"|0|1|0|1|18043478.26087|16846170.240672|17199430.19943
"28200120301622"|"2820010200109400000"|"인천광역시 남동구 간석동 940"|"인천간석휴먼시아1단지"|6|587|"2014-10-15"|0|1|0|1|17222222.222222|18043385.358603|16432051.282051
"28200120304512"|"2820011000107490001"|"인천광역시 남동구 논현동 749-1"|"논현센트럴뷰"|6|820|"2014-11-14"|0|7|0|1|23738095.238095|22623207.885305|22788888.888889
"28200120317954"|"2820010100115540000"|"인천광역시 남동구 구월동 1554"|"구월아시아드선수촌8단지"|8|768|"2015-06-02"|0|2|0|1|19109531.772575|18501388.275383|18466973.244147
"28200120318089"|"2820010100115240000"|"인천광역시 남동구 구월동 1524"|"구월아시아드선수촌6단지"|7|602|"2015-06-02"|0|2|0|1|20239130.434783|19372188.340219|19711538.461538
"28200120320895"|"2820010100114860000"|"인천광역시 남동구 구월동 1486"|"구월아시아드선수촌1단지"|7|511|"2015-06-02"|0|5|0|1|20951388.888889|20102328.431373|19260416.666667
"28200120320926"|"2820010100114850000"|"인천광역시 남동구 구월동 1485"|"구월아시아드선수촌2단지"|8|636|"2015-06-02"|0|8|0|1|21017361.111111|20627664.728682|20687500
"28200120320937"|"2820010100115100000"|"인천광역시 남동구 구월동 1510"|"구월아시아드선수촌센트럴자이"|7|850|"2015-06-02"|0|7|0|1|21562211.981567|21420719.602978|21309553.349876
"28200120320983"|"2820010100115130000"|"인천광역시 남동구 구월동 1513"|"구월아시아드선수촌5단지"|7|782|"2015-06-02"|0|6|0|1|19443422.519509|19044141.390843|19275362.318841
"28200120321907"|"2820010100111330000"|"인천광역시 남동구 구월동 1133"|"현대홈타운"|1|50|"2015-06-24"|0|2|0|1|12136363.636364|16708333.333333|18583333.333333
"28200120331782"|"2820010100111280000"|"인천광역시 남동구 구월동 1128"|"탑클래스"|1|56|"2016-01-19"|0|1|0|1|14666666.666667|13166666.666667|13333333.333333
"28200120332966"|"2820010500106390000"|"인천광역시 남동구 서창동 639"|"서창베니엔"|13|742|"2016-03-09"|0|2|0|1|16565217.391304|16556439.819642|16350202.42915
"28200120335185"|"2820010200103150005"|"인천광역시 남동구 간석동 315-5"|"간석트인자리애"|1|30|"2016-04-22"|0|1|0|1|11428571.428571|12500000|
"28200120340132"|"2820010100111310018"|"인천광역시 남동구 구월동 1131-18"|"구월프라움아트"|1|244|"2016-07-27"|0|1|0|1|13880000|15622222.222222|16000000
"28200120344353"|"2820010100115080000"|"인천광역시 남동구 구월동 1508"|"구월유승한내들퍼스티지"|11|860|"2016-12-01"|1|6|0.142857|0.857143|21410518.053375|21466897.233202|21168299.092212
"28200120349985"|"2820010200101070004"|"인천광역시 남동구 간석동 107-4"|"미래타운"|1|22|"2017-04-17"|0|1|0|1|14615384.615385|17857142.857143|
"28200120354289"|"2820010500106850000"|"인천광역시 남동구 서창동 685"|"이편한세상서창"|8|835|"2017-06-21"|0|5|0|1|19415384.615385|19652209.492635|19848290.598291
"28200120354758"|"2820010500107020000"|"인천광역시 남동구 서창동 702"|"호반베르디움"|8|600|"2017-07-04"|0|8|0|1|20834134.615385|20329881.656805|20384615.384615
"28200120355534"|"2820010100111360003"|"인천광역시 남동구 구월동 1136-3"|"위너스타워"|1|48|"2017-07-26"|0|1|0|1|12727272.727273|11666666.666667|
"28200120356670"|"2820010500106400000"|"인천광역시 남동구 서창동 640"|"청광플러스원아파트"|7|582|"2017-09-14"|0|3|0|1|16423076.923077|17087412.587413|17179487.179487
"28200120359999"|"2820010500106760000"|"인천광역시 남동구 서창동 676"|"더포레스트"|12|1228|"2017-12-15"|0|3|0|1|19351851.851852|17672453.703704|
"28200120360491"|"2820010500106820000"|"인천광역시 남동구 서창동 682"|"서창센트럴푸르지오"|10|1160|"2018-01-19"|0|8|0|1|20493311.036789|20307479.734709|20274581.939799
"28200120361184"|"2820010200102130001"|"인천광역시 남동구 간석동 213-1"|"어반카운티"|1|39|"2018-02-27"|0|1|0|1|11250000||
"28200120375468"|"2820011000107640004"|"인천광역시 남동구 논현동 764-4"|"논현유승한내들"|3|376|"2018-10-01"|1|1|0.5|0.5|17941176.470588|20579831.932773|20470588.235294
"28200120386268"|"2820010200106160006"|"인천광역시 남동구 간석동 616-6"|"간석한신더휴"|9|643|"2019-01-25"|0|1|0|1|17884615.384615|19584094.568877|19158119.65812
"28200120394474"|"2820011000108100000"|"인천광역시 남동구 논현동 810"|"논현푸르지오더퍼스트"|7|754|"2019-10-17"|0|4|0|1|21138471.177945|20992086.698227|20701253.132832
"28200120411380"|"2820010300111230000"|"인천광역시 남동구 만수동 1123"|"하우스토리만수"|9|795|"2020-07-27"|0|2|0|1|19611111.111111|19494444.444444|19583333.333333
"28200120415663"|"2820010100116080000"|"인천광역시 남동구 구월동 1608"|"신영구월지웰시티푸르지오"|3|376|"2020-12-30"|0|1|0|1|26086956.521739|22698464.578899|22346153.846154
"28200120426583"|"2820010100116090000"|"인천광역시 남동구 구월동 1609"|"센트럴시티그랑베르"|1|97|"2021-02-23"|0|1|0|1|18000000|19027777.777778|
"28200120439991"|"2820010100116100000"|"인천광역시 남동구 구월동 1610"|"뷰그리안"|1|120|"2022-09-07"|0|2|0|1|17823529.411765|17588235.294118|17647058.823529
"28200120450814"|"2820010100116360000"|"인천광역시 남동구 구월동 1636"|"한화포레나인천구월"|11|1115|"2023-11-29"|0|1|0|1|25192307.692308|25981368.264586|25555555.555556
"28237100005653"|"2823710200101820095"|"인천광역시 부평구 십정동 182-95"|"대주파크빌"|2|312|"2001-11-24"|0|3|0|1|13091168.091168|13317389.875082|13888888.888889
"28237100005654"|"2823710200106070000"|"인천광역시 부평구 십정동 607"|"동암신동아"|17|1690|"2000-09-09"|0|4|0|1|14875000|13656245.668746|13656410.25641
"28237100005655"|"2823710200102160000"|"인천광역시 부평구 십정동 216"|"백영"|1|206|"1997-05-06"|1|0|1|0|9277777.777778|9604166.666667|
"28237100005660"|"2823710200101870022"|"인천광역시 부평구 십정동 187-22"|"동보"|1|207|"1998-07-22"|0|1|0|1|10384615.384615|11961538.461538|
"28237100005663"|"2823710200101880002"|"인천광역시 부평구 십정동 188-2"|"정원"|3|138|"1987-10-26"|0|1|0|1|6666666.666667|7287500|
"28237100005666"|"2823710300101420003"|"인천광역시 부평구 산곡동 142-3"|"경남1차"|7|810|"1990-12-22"|0|3|0|1|11899355.877617|12083869.926732|12666666.666667
"28237100005667"|"2823710300102740000"|"인천광역시 부평구 산곡동 274"|"경남2차"|8|690|"1991-07-12"|0|3|0|1|12641025.641026|12138490.177506|12807692.307692
"28237100005668"|"2823710300101450000"|"인천광역시 부평구 산곡동 145"|"경남3차"|14|916|"1992-11-21"|0|6|0|1|13022079.77208|11677568.760025|11075371.996425
"28237100005669"|"2823710300102740005"|"인천광역시 부평구 산곡동 274-5"|"경남4차"|11|776|"1994-05-25"|0|3|0|1|14105937.921727|12361617.183986|11602414.155046
"28237100005670"|"2823710300102610008"|"인천광역시 부평구 산곡동 261-8"|"경남5차"|3|308|"1992-02-28"|0|3|0|1|11590909.090909|11125336.202259|10201923.076923
"28237100005672"|"2823710300102550001"|"인천광역시 부평구 산곡동 255-1"|"뉴서울아파트"|6|565|"1989-11-03"|0|3|0|1|10961538.461538|9896419.43734|10387402.45262
"28237100005673"|"2823710300102640001"|"인천광역시 부평구 산곡동 264-1"|"뉴서울(264-1)"|4|498|"1991-07-27"|0|2|0|1|10307692.307692|10076551.467856|9913043.478261
"28237100005676"|"2823710300100820036"|"인천광역시 부평구 산곡동 82-36"|"동원(82-36)"|2|348|"1989-05-16"|0|1|0|1|8571428.571429|9802521.008403|9761904.761905
"28237100005678"|"2823710300101910003"|"인천광역시 부평구 산곡동 191-3"|"무지개"|2|330|"1991-01-19"|0|1|0|1|10269230.769231|9917673.235855|
"28237100005679"|"2823710300101350004"|"인천광역시 부평구 산곡동 135-4"|"부성"|2|120|"1985-03-18"|0|1|0|1|10111111.111111|11041666.666667|
"28237100005685"|"2823710300102510002"|"인천광역시 부평구 산곡동 251-2"|"우성5차"|3|299|"1996-12-19"|0|1|0|1|10555555.555556|11855555.555556|
"28237100005686"|"2823710300102940035"|"인천광역시 부평구 산곡동 294-35"|"우성1차2차(294-35)"|9|1380|"1989-08-28"|0|13|0|1|13130195.972956|13118808.422815|13076648.841355
"28237100005687"|"2823710300102940035"|"인천광역시 부평구 산곡동 294-35"|"우성3차(294-35)"|7|600|"1990-03-30"|1|0|1|0|9756097.560976|13122799.964263|14538461.538462
"28237100005691"|"2823710300100380026"|"인천광역시 부평구 산곡동 38-26"|"진흥"|4|234|"1988-05-14"|0|1|0|1|9833333.333333|12750000|
"28237100005693"|"2823710300101370003"|"인천광역시 부평구 산곡동 137-3"|"한신(137-3)"|2|234|"1985-07-10"|0|1|0|1|10000000|11248409.485252|11358299.595142
"28237100005694"|"2823710300101370008"|"인천광역시 부평구 산곡동 137-8"|"한신(137-8)"|2|308|"1986-10-30"|1|1|0.5|0.5|11500000|11806089.74359|
"28237100005696"|"2823710300101820000"|"인천광역시 부평구 산곡동 182"|"한양(182)"|21|720|"1984-11-15"|0|2|0|1|20088235.294118|18646043.054903|17391304.347826
"28237100005697"|"2823710300101550001"|"인천광역시 부평구 산곡동 155-1"|"한양(155-1)"|2|320|"1992-08-28"|0|1|0|1|10769230.769231|10907407.407407|10769230.769231
"28237100005699"|"2823710300101240023"|"인천광역시 부평구 산곡동 124-23"|"한화1단지"|10|744|"1997-03-11"|0|2|0|1|15434829.059829|15347581.050617|15234508.547009
"28237100005700"|"2823710300101240023"|"인천광역시 부평구 산곡동 124-23"|"한화2단지"|19|1280|"1999-11-02"|0|2|0|1|18303418.803419|17104251.854107|17180711.903273
"28237100005702"|"2823710300103070000"|"인천광역시 부평구 산곡동 307"|"현대1차"|23|2204|"1985-09-30"|2|6|0.25|0.75|13635708.041958|13718308.827924|14031060.606061
"28237100005704"|"2823710300103110126"|"인천광역시 부평구 산곡동 311-126"|"현대2차"|13|1496|"1987-05-21"|0|2|0|1|15328282.828283|14659664.554196|14386752.136752
"28237100005705"|"2823710300101790069"|"인천광역시 부평구 산곡동 179-69"|"현대(179-69)"|1|199|"2001-11-14"|0|1|0|1|12222222.222222|11229967.948718|11833333.333333
"28237100005706"|"2823710300103700399"|"인천광역시 부평구 산곡동 370-399"|"현대3차"|14|1200|"1989-09-30"|1|4|0.2|0.8|13594295.178506|13036117.846582|
"28237100005707"|"2823710300101240001"|"인천광역시 부평구 산곡동 124-1"|"현대(124-1)"|9|1161|"1993-11-20"|0|7|0|1|13822954.822955|12802738.927739|13233173.076923
"28237100005708"|"2823710400103990006"|"인천광역시 부평구 청천동 399-6"|"광명"|4|418|"1995-10-24"|0|2|0|1|9946581.196581|9553261.553262|9444444.444444
"28237100005710"|"2823710400102000000"|"인천광역시 부평구 청천동 200"|"부평1,2차금호타운"|24|2539|"1998-02-06"|0|16|0|1|18899141.852771|17364274.471997|17457425.788071
"28237100005711"|"2823710400101760000"|"인천광역시 부평구 청천동 176"|"청천푸르지오"|23|2257|"1998-06-20"|0|8|0|1|16430021.367521|14930843.345459|14825322.644835
"28237100005716"|"2823710400102590005"|"인천광역시 부평구 청천동 259-5"|"미도7"|4|384|"1989-02-27"|1|3|0.25|0.75|10350694.444444|11201388.888889|
"28237100005718"|"2823710400103000000"|"인천광역시 부평구 청천동 300"|"삼익"|2|375|"1986-11-20"|2|2|0.5|0.5|13561740.890688|13055731.275304|12368421.052632
"28237100005719"|"2823710400102590000"|"인천광역시 부평구 청천동 259"|"쌍용"|4|510|"1990-09-22"|0|3|0|1|14160873.440285|13572170.130907|13799396.68175
"28237100005723"|"2823710400103770009"|"인천광역시 부평구 청천동 377-9"|"인향"|2|266|"1994-01-10"|0|3|0|1|8794871.794872|8932098.765432|8153846.153846
"28237100005726"|"2823710500103590000"|"인천광역시 부평구 삼산동 359"|"광명12차"|6|456|"1990-07-02"|1|2|0.333333|0.666667|8177248.677249|9044823.597455|
"28237100005729"|"2823710500102060002"|"인천광역시 부평구 삼산동 206-2"|"동남"|2|138|"1989-12-07"|1|1|0.5|0.5|7222222.222222|7319444.444444|
"28237100005732"|"2823710500100560003"|"인천광역시 부평구 삼산동 56-3"|"삼보"|3|630|"1990-11-20"|1|2|0.333333|0.666667|11028379.772962|9838541.804486|9863360.323887
"28237100005733"|"2823710500103870002"|"인천광역시 부평구 삼산동 387-2"|"삼산주공미래타운1차"|7|608|"2000-06-07"|0|7|0|1|15448412.698413|14595345.345345|15166666.666667
"28237100005734"|"2823710500103900006"|"인천광역시 부평구 삼산동 390-6"|"삼산주공미래타운3차"|12|946|"2000-07-06"|0|5|0|1|14411111.111111|14707785.087719|14269841.269841
"28237100005735"|"2823710500103890008"|"인천광역시 부평구 삼산동 389-8"|"삼산주공미래타운4차"|10|968|"2000-09-20"|0|3|0|1|15103703.703704|14822727.272727|15455555.555556
"28237100005736"|"2823710500102050000"|"인천광역시 부평구 삼산동 205"|"정광"|3|240|"1989-05-16"|0|3|0|1|7493162.393162|8919501.972387|8153846.153846
"28237100005737"|"2823710500103930004"|"인천광역시 부평구 삼산동 393-4"|"삼산주공미래타운5차"|9|620|"2000-05-06"|0|5|0|1|16523384.615385|16597948.717949|16320512.820513
"28237100005740"|"2823710500100400001"|"인천광역시 부평구 삼산동 40-1"|"현대"|2|330|"1995-05-17"|0|2|0|1|10970085.470085|11046844.18146|11153846.153846
"28237100005742"|"2823710600103590000"|"인천광역시 부평구 갈산동 359"|"주공1단지"|9|1650|"1992-06-29"|0|8|0|1|13599645.14652|13780009.968934|13819444.444444
"28237100005743"|"2823710600101790001"|"인천광역시 부평구 갈산동 179-1"|"한국"|6|520|"1993-11-19"|0|2|0|1|15902777.777778|14022767.462423|14465811.965812
"28237100005744"|"2823710600103610004"|"인천광역시 부평구 갈산동 361-4"|"대동1"|5|420|"1992-11-27"|0|3|0|1|12500548.245614|12654769.736842|12031250
"28237100005745"|"2823710600103610003"|"인천광역시 부평구 갈산동 361-3"|"대동2"|4|623|"1993-05-07"|0|3|0|1|14296296.296296|13651098.901099|13928571.428571
"28237100005746"|"2823710600101590000"|"인천광역시 부평구 갈산동 159"|"대우"|5|414|"2001-11-23"|1|1|0.5|0.5|17147435.897436|17667582.417582|20055555.555556
"28237100005749"|"2823710600103680000"|"인천광역시 부평구 갈산동 368"|"두산"|7|574|"1992-11-19"|1|3|0.25|0.75|14235444.531865|14143802.303126|15806451.612903
"28237100005753"|"2823710600101710005"|"인천광역시 부평구 갈산동 171-5"|"정광"|5|311|"1990-04-07"|0|1|0|1|11692307.692308|11837740.384615|
"28237100005754"|"2823710600103630000"|"인천광역시 부평구 갈산동 363"|"태화(363)"|6|390|"1992-06-20"|0|1|0|1|11763157.894737|11602371.926743|
"28237100005755"|"2823710600104160000"|"인천광역시 부평구 갈산동 416"|"태화(416)"|5|410|"1994-09-08"|0|1|0|1|11527777.777778|11458943.833944|11250000
"28237100005758"|"2823710600103690000"|"인천광역시 부평구 갈산동 369"|"한국1,동아,팬더"|6|840|"1993-05-12"|1|7|0.125|0.875|13772168.803419|13676615.918803|
"28237100005761"|"2823710700104770003"|"인천광역시 부평구 부개동 477-3"|"뉴서울"|4|1140|"1989-09-19"|1|6|0.142857|0.857143|13809523.809524|14126945.970696|13760416.666667
"28237100005762"|"2823710700104770001"|"인천광역시 부평구 부개동 477-1"|"대동"|8|708|"1988-10-29"|0|1|0|1|18933333.333333|20711401.098901|20846153.846154
"28237100005763"|"2823710700104940001"|"인천광역시 부평구 부개동 494-1"|"대동(494-1)"|6|686|"1991-06-08"|0|2|0|1|13038461.538462|13770655.270655|13233974.358974
"28237100005765"|"2823710700104770002"|"인천광역시 부평구 부개동 477-2"|"대진"|3|258|"1988-11-29"|0|2|0|1|19291666.666667|20381944.444444|
"28237100005768"|"2823710700102510002"|"인천광역시 부평구 부개동 251-2"|"동원"|4|192|"1991-02-28"|0|1|0|1|8823529.411765|8359477.124183|
"28237100005773"|"2823710700104980005"|"인천광역시 부평구 부개동 498-5"|"부개주공3"|19|1724|"1996-08-04"|0|15|0|1|15825925.925926|15345738.942826|14912962.962963
"28237100005774"|"2823710700105010001"|"인천광역시 부평구 부개동 501-1"|"부개주공6"|14|1240|"1997-10-22"|0|2|0|1|18038461.538462|17766578.249337|17244505.494505
"28237100005778"|"2823710700104940000"|"인천광역시 부평구 부개동 494"|"성일"|3|415|"1990-11-23"|0|2|0|1|15166666.666667|14342857.142857|13833333.333333
"28237100005782"|"2823710700100130003"|"인천광역시 부평구 부개동 13-3"|"오성"|5|165|"1984-08-21"|0|1|0|1|12468421.052632|11383850.762527|
"28237100005786"|"2823710700105020008"|"인천광역시 부평구 부개동 502-8"|"부개주공7단지"|13|957|"1998-06-01"|0|3|0|1|17222222.222222|16699172.576832|16666666.666667
"28237100005787"|"2823710700100140002"|"인천광역시 부평구 부개동 14-2"|"진양"|2|96|"1989-11-21"|0|1|0|1|8428571.428571|8071428.571429|
"28237100005789"|"2823710700104990002"|"인천광역시 부평구 부개동 499-2"|"푸른마을한신,삼부"|12|1020|"1999-06-29"|0|6|0|1|17267615.176152|17884863.701578|16463414.634146
"28237100005792"|"2823710700103080005"|"인천광역시 부평구 부개동 308-5"|"현대"|2|184|"1993-05-20"|0|1|0|1|14166666.666667|13329388.560158|
"28237100005793"|"2823710700102700000"|"인천광역시 부평구 부개동 270"|"반도그린힐"|1|64|"2002-08-01"|0|2|0|1|11097222.222222|10555555.555556|
"28237100005794"|"2823710800104100000"|"인천광역시 부평구 일신동 410"|"일신주공아파트(100~112동)"|12|967|"1995-11-20"|0|3|0|1|13064814.814815|13360677.083333|13300000
"28237100005800"|"2823710100100640020"|"인천광역시 부평구 부평동 64-20"|"대림1차"|10|1470|"1989-12-07"|0|5|0|1|14804615.384615|13990056.263935|14903381.642512
"28237100005801"|"2823710100100650115"|"인천광역시 부평구 부평동 65-115"|"대우"|4|308|"1998-08-28"|0|1|0|1|16076923.076923|17038461.538462|17307692.307692
"28237100005802"|"2823710100100700123"|"인천광역시 부평구 부평동 70-123"|"동아(2차)"|22|2128|"1995-05-09"|1|4|0.2|0.8|19096410.25641|19417255.281406|19333760.683761
"28237100005803"|"2823710100100700005"|"인천광역시 부평구 부평동 70-5"|"동아(1차)"|17|2475|"1986-09-17"|0|9|0|1|22050956.893348|21183324.966749|21115295.031056
"28237100005819"|"2823710100101400006"|"인천광역시 부평구 부평동 140-6"|"신영(1동2동)"|2|95|"1983-08-12"|0|1|0|1|14285714.285714|13512063.492063|
"28237100005821"|"2823710100100650007"|"인천광역시 부평구 부평동 65-7"|"욱일"|4|780|"1990-10-19"|0|3|0|1|10166666.666667|10569930.06993|10288461.538462
"28237100005822"|"2823710100106090007"|"인천광역시 부평구 부평동 609-7"|"유일세라믹아파트"|1|88|"1992-12-15"|0|1|0|1|10500000|10649523.809524|
"28237100005824"|"2823710700104420003"|"인천광역시 부평구 부개동 442-3"|"한국"|5|580|"1992-07-13"|0|1|0|1|13400000|11296552.447552|10700000
"28237100050227"|"2823710700104970001"|"인천광역시 부평구 부개동 497-1"|"상우신명보람"|8|576|"1998-07-31"|0|1|0|1|18235294.117647|18630718.954248|
"28237100051001"|"2823710700102960002"|"인천광역시 부평구 부개동 296-2"|"리노빌"|1|103|"2003-09-01"|0|1|0|1|13888888.888889|14403703.703704|
"28237100051397"|"2823710300102220000"|"인천광역시 부평구 산곡동 222"|"한신휴"|5|703|"2003-01-25"|0|7|0|1|14252747.252747|14898611.111111|13846153.846154
"28237100053932"|"2823710100105340096"|"인천광역시 부평구 부평동 534-96"|"두산위브"|4|280|"2005-02-25"|0|3|0|1|19905982.905983|19644688.644689|
"28237100218835"|"2823710100100130093"|"인천광역시 부평구 부평동 13-93"|"드림2차"|1|19|"2003-07-22"|0|1|0|1|8684210.526316|10473684.210526|
"28237100218894"|"2823710300102330026"|"인천광역시 부평구 산곡동 233-26"|"태화프리상뜨"|3|335|"2004-09-30"|0|1|0|1|12500000|13857549.85755|13615384.615385
"28237100218899"|"2823710500103880007"|"인천광역시 부평구 삼산동 388-7"|"삼산주공미래타운2차"|6|684|"2000-08-12"|0|3|0|1|15166666.666667|14023684.210526|14493333.333333
"28237100218900"|"2823710500104530001"|"인천광역시 부평구 삼산동 453-1"|"삼산타운7단지"|15|1314|"2004-08-17"|0|10|0|1|25582769.230769|24416895.604396|24012769.230769
"28237100218901"|"2823710500104540004"|"인천광역시 부평구 삼산동 454-4"|"서해그랑블5단지"|12|822|"2004-08-02"|0|1|0|1|23194444.444444|22844674.556213|22059294.871795
"28237100218902"|"2823710500104540013"|"인천광역시 부평구 삼산동 454-13"|"삼산타운6단지"|10|784|"2004-08-04"|0|1|0|1|26730769.230769|24618215.384615|24042153.846154
"28237100448889"|"2823710500104480001"|"인천광역시 부평구 삼산동 448-1"|"신성미소지움3단지"|14|1030|"2005-05-03"|0|2|0|1|22188644.688645|20033375.648176|20066170.388751
"28237120009239"|"2823710200106080004"|"인천광역시 부평구 십정동 608-4"|"십정뜨란채1단지"|12|920|"2005-07-20"|0|4|0|1|16093253.968254|15120689.495689|15067002.442002
"28237120021019"|"2823710500104400001"|"인천광역시 부평구 삼산동 440-1"|"삼산타운주공1단지"|20|1873|"2005-06-08"|0|14|0|1|23809523.809524|22512812.230835|21610014.619883
"28237120021464"|"2823710500104450005"|"인천광역시 부평구 삼산동 445-5"|"삼산타운2단지"|22|1622|"2005-10-21"|0|7|0|1|21115384.615385|20295024.420024|20620192.307692
"28237120027735"|"2823710500101700001"|"인천광역시 부평구 삼산동 170-1"|"삼산벽산블루밍"|6|412|"2005-12-22"|0|3|0|1|18981481.481481|17094519.859226|19166666.666667
"28237120059640"|"2823710900103600000"|"인천광역시 부평구 구산동 360"|"부평자이"|9|719|"2006-09-27"|0|8|0|1|16326655.982906|16669515.669516|16594017.094017
"28237120059852"|"2823710400101990024"|"인천광역시 부평구 청천동 199-24"|"미가로"|2|170|"2006-11-15"|0|4|0|1|16197649.57265|14915053.418803|
"28237120067888"|"2823710300105060000"|"인천광역시 부평구 산곡동 506"|"신명스카이뷰"|4|191|"2007-05-10"|0|1|0|1|14423076.923077|12802197.802198|
"28237120088027"|"2823710300105070000"|"인천광역시 부평구 산곡동 507"|"금호이수마운트밸리"|22|1365|"2007-11-23"|0|5|0|1|23722222.222222|20113068.64676|20380237.64853
"28237120108605"|"2823710500105000000"|"인천광역시 부평구 삼산동 500"|"임광그대가"|9|393|"2008-11-28"|0|1|0|1|15576923.076923|15882591.093117|16096153.846154
"28237120124704"|"2823710100106100017"|"인천광역시 부평구 부평동 610-17"|"해마루아파트"|1|65|"2009-11-10"|0|1|0|1|14971428.571429|15126190.47619|
"28237120125946"|"2823710700105120000"|"인천광역시 부평구 부개동 512"|"부개역푸르지오"|12|1054|"2010-01-28"|0|3|0|1|23996296.296296|22741238.626964|23012820.512821
"28237120128898"|"2823710100101460031"|"인천광역시 부평구 부평동 146-31"|"NEOSVILL"|1|18|"2010-05-17"|0|1|0|1|10227272.727273||
"28237120146701"|"2823710300105100000"|"인천광역시 부평구 산곡동 510"|"부평산곡푸르지오"|8|765|"2011-10-25"|0|2|0|1|26350427.350427|24785096.285096|24575498.575499
"28237120146864"|"2823710100107220005"|"인천광역시 부평구 부평동 722-5"|"부평렉슬아파트"|1|17|"2011-12-08"|0|1|0|1|11809523.809524||
"28237120147147"|"2823710100101490025"|"인천광역시 부평구 부평동 149-25"|"헤리움아파트"|1|18|"2011-11-25"|0|1|0|1|12333333.333333||
"28237120162437"|"2823710100109380000"|"인천광역시 부평구 부평동 938"|"부평센트럴포레스트"|12|704|"2012-07-13"|0|4|0|1|19255341.880342|19020590.520591|19045454.545455
"28237120175502"|"2823710100103750002"|"인천광역시 부평구 부평동 375-2"|"예승파크뷰"|1|40|"2012-12-20"|0|2|0|1|12600000|11911111.111111|12533333.333333
"28237120285089"|"2823710100105070002"|"인천광역시 부평구 부평동 507-2"|"M-City"|1|210|"2014-01-20"|0|1|0|1|12333333.333333|12055555.555556|12166666.666667
"28237120301351"|"2823710200106170000"|"인천광역시 부평구 십정동 617"|"브라운스톤백운"|4|261|"2014-06-25"|0|3|0|1|15940170.940171|16072115.384615|
"28237120301537"|"2823710700103080003"|"인천광역시 부평구 부개동 308-3"|"부개동동도센트리움"|2|217|"2014-10-22"|0|2|0|1|18988095.238095|18972222.222222|
"28237120306348"|"2823710100109460000"|"인천광역시 부평구 부평동 946"|"래미안부평(임대)"|2|236|"2014-09-29"|0|1|0|1|21833333.333333||
"28237120306392"|"2823710100109470000"|"인천광역시 부평구 부평동 947"|"래미안부평"|16|1145|"2014-09-29"|0|9|0|1|24765703.43237|23970878.460878|23347092.907093
"28237120313264"|"2823710100105180001"|"인천광역시 부평구 부평동 518-1"|"스위트홈1동"|1|56|"2015-03-12"|1|0|1|0|12272727.272727|13551007.326007|13214285.714286
"28237120321027"|"2823710100102220023"|"인천광역시 부평구 부평동 222-23"|"피렌체뷰(222-23)"|1|20|"2015-05-29"|0|1|0|1|13125000||
"28237120337447"|"2823710100104520026"|"인천광역시 부평구 부평동 452-26"|"블루밍아파트B동"|1|42|"2016-06-03"|0|1|0|1|14000000|11941176.470588|
"28237120340126"|"2823710100104490004"|"인천광역시 부평구 부평동 449-4"|"하임힐"|1|19|"2016-07-14"|0|1|0|1|11470588.235294||
"28237120341244"|"2823710100101190050"|"인천광역시 부평구 부평동 119-50"|"더스카이뷰"|1|14|"2016-08-25"|0|1|0|1|11666666.666667|9388888.888889|
"28237120363750"|"2823710400101910006"|"인천광역시 부평구 청천동 191-6"|"청천1차뷰그리안"|1|64|"2018-04-17"|0|1|0|1|13571428.571429|14250000|
"28237120391400"|"2823710300105180000"|"인천광역시 부평구 산곡동 518"|"부평샬레아넬리스"|4|266|"2019-05-08"|1|2|0.333333|0.666667|14529914.529915|16680144.641683|15500000
