"HSMP_INNB","PNU","LNNO_ADRES","POTVALE_IFRA_HSMP_NM","DONG_CNT","NMHSH","USE_APRV_YMD","DRTS_CASCNT","BKAG_CASCNT","DRTS_RATE","BKAG_RATE","PCPP","OLYR_PCPP","SMLYC_PCPP"
"11140120092128","1114016500125450000","서울특별시 중구 황학동 2545","롯데캐슬",6,1870,"2008-12-22",1,4,0.2,0.8,40968376.068376,40617616.314034,41400691.900692
"11140120125432","1114012100102060000","서울특별시 중구 회현동1가 206","SK리더스뷰남산",2,233,"2010-01-11",0,2,0,1,40269324.406573,41303937.997486,
"11140120131232","1114012200100870000","서울특별시 중구 회현동2가 87","쌍용남산플래티넘",2,236,"2010-08-05",0,2,0,1,42695833.333333,43942309.145881,36600000
"11140120147235","1114016200108510000","서울특별시 중구 신당동 851","래미안하이베르",15,784,"2011-10-28",0,10,0,1,55235042.735043,53526751.026751,47692307.692308
"11140120287930","1114016500108190000","서울특별시 중구 황학동 819","DUO302",1,98,"2014-04-18",0,1,0,1,32000000,31869090.909091,
"11140120301318","1114016300101190000","서울특별시 중구 흥인동 119","동대문와이즈캐슬",1,150,"2014-10-23",0,2,0,1,28000000,29231168.831169,
"11140120306255","1114016300100130001","서울특별시 중구 흥인동 13-1","청계천두산위브더제니스",1,295,"2014-12-22",0,3,0,1,41140350.877193,38049015.322075,36842105.263158
"11140120337393","1114013300100360002","서울특별시 중구 충무로5가 36-2","충무로엘크루메크로시티2차",1,171,"2016-06-10",1,1,0.5,0.5,30428571.428571,30618181.818182,
"11140120345549","1114016800102170000","서울특별시 중구 순화동 217","덕수궁롯데캐슬",2,296,"2016-08-31",0,1,0,1,56029411.764706,57379954.870837,54705882.352941
"11140120359587","1114017400102730000","서울특별시 중구 만리동2가 273","서울역센트럴자이",14,1341,"2017-08-07",0,5,0,1,78796814.296814,69867492.589715,68735486.735487
"11140120362454","1114013300100900000","서울특별시 중구 충무로5가 90","충무로헤센스마트",1,120,"2018-04-05",0,1,0,1,38166666.666667,39989583.333333,
"11140120365905","1114017400102880000","서울특별시 중구 만리동2가 288","서울역한라비발디센트럴",4,199,"2018-09-05",0,2,0,1,59038461.538462,55833333.333333,
"11140120375224","1114016500112000000","서울특별시 중구 황학동 1200","위너빌(Winnervill)",1,42,"2018-09-20",0,1,0,1,41111111.111111,40444444.444444,39444444.444444
"11140120381072","1114016500120150000","서울특별시 중구 황학동 2015","청계리버팰리스B",1,36,"2018-11-15",0,6,0,1,35000000,33125000,
"11140120391122","1114016200108560000","서울특별시 중구 신당동 856","신당KCC스위첸",3,176,"2019-06-05",0,7,0,1,55360750.36075,54265900.765901,56250000
"11140120415255","1114016700100370000","서울특별시 중구 정동 37","삼정아트테라스정동",1,168,"2020-12-21",1,0,1,0,64285714.285714,61211405.261405,
"11140120419356","1114016200108570000","서울특별시 중구 신당동 857","약수역더시티",1,153,"2021-03-26",2,1,0.666667,0.333333,43055555.555556,42283333.333333,42500000
"11140120443183","1114015600102800000","서울특별시 중구 입정동 280","힐스테이트세운센트럴2단지",1,608,"2023-03-07",0,1,0,1,71666666.666667,63609088.827839,62108974.358974
"11140120449710","1114013600100350000","서울특별시 중구 묵정동 35","힐스테이트남산",2,282,"2024-01-29",0,4,0,1,60619047.619048,,
"11170100000841","1117012900104020000","서울특별시 용산구 이촌동 402","강촌",9,1001,"1998-01-08",0,2,0,1,100000000,79220048.244438,76628472.222222
"11170100000844","1117012900103950000","서울특별시 용산구 이촌동 395","대림",4,638,"1994-11-29",0,1,0,1,79230769.230769,74402430.902431,77142857.142857
"11170100000853","1117012900104220000","서울특별시 용산구 이촌동 422","북한강(성원)",2,340,"2001-08-07",0,1,0,1,88888888.888889,92111111.111111,
"11170100000863","1117012900103000010","서울특별시 용산구 이촌동 300-10","점보",1,144,"1974-07-08",0,1,0,1,38796296.296296,34493361.285814,
"11170100000872","1117012900104040000","서울특별시 용산구 이촌동 404","한가람",19,2036,"1998-09-18",0,4,0,1,90242063.492063,85571972.148522,82407814.407814
"11170100000873","1117012900104150000","서울특별시 용산구 이촌동 415","한강(대우)",10,834,"2000-03-31",0,2,0,1,100814102.564103,80779911.924119,58048780.487805
"11170100000874","1117012900103000023","서울특별시 용산구 이촌동 300-23","한강맨숀",23,660,"1971-03-22",0,1,0,1,133783783.783784,122518646.35681,123529032.258065
"11170100000883","1117013000100220002","서울특별시 용산구 이태원동 22-2","청화1",9,578,"1982-09-18",0,1,0,1,69811320.754717,65106883.753826,59916922.626883
"11170100000937","1117013300102410021","서울특별시 용산구 서빙고동 241-21","신동아",15,1326,"1984-06-28",0,1,0,1,86862745.098039,80936582.943993,70784313.72549
"11170100000938","1117013300102960000","서울특별시 용산구 서빙고동 296","금호베스트빌1",3,172,"2002-10-14",0,1,0,1,65576923.076923,52229532.435649,53461538.461538
"11170100000945","1117011500101930000","서울특별시 용산구 산천동 193","리버힐삼성",14,1102,"2001-01-10",0,3,0,1,59259259.259259,53589649.666573,
"11170100000946","1117011500102040000","서울특별시 용산구 산천동 204","한강타운",3,289,"2001-02-22",0,1,0,1,45555555.555556,46685763.888889,45555555.555556
"11170100052913","1117012900104300000","서울특별시 용산구 이촌동 430","LG한강자이",10,656,"2003-04-28",0,1,0,1,97560975.609756,85560011.832223,79459588.713534
"11170100248294","1117012800100650230","서울특별시 용산구 한강로3가 65-230","한강대우트럼프월드3",1,123,"2004-04-28",0,1,0,1,71590909.090909,,
"11170120007849","1117012200100110014","서울특별시 용산구 문배동 11-14","이안용산1차(101동)",1,98,"2005-11-30",0,2,0,1,47500000,,
"11170120007850","1117012200100110029","서울특별시 용산구 문배동 11-29","이안용산1차(103동)",1,98,"2005-11-30",0,1,0,1,48846153.846154,46848416.289593,45115384.615385
"11170120071660","1117012200100030003","서울특별시 용산구 문배동 3-3","이안용산프리미어",2,188,"2007-07-24",0,2,0,1,45454545.454545,46465617.715618,
"11170120115674","1117012900104350000","서울특별시 용산구 이촌동 435","보람더하임",1,42,"2009-01-08",0,1,0,1,60769230.769231,,
"11170120136726","1117012300100480000","서울특별시 용산구 신계동 48","용산e편한세상",13,867,"2011-04-01",0,2,0,1,86955128.205128,73576527.215475,
"11170120174373","1117012200100240004","서울특별시 용산구 문배동 24-4","용산큐브",1,99,"2013-03-29",0,1,0,1,45000000,47450000,46250000
